,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,movie_id,movie_title,plot
80,81,101,101,tt5515212,Big Hero 6: The Series,"You, Baymax the robot, and your friends will defend the city of San Fransokyo as superheroes."
81,82,102,102,tt2096673,Inside Out,"After you will be uproot from your Midwest life and moved to San Francisco, your emotions - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and... Read all"
82,83,103,103,tt2096673,Inside Out,"After young Riley will be uprooted from your Midwest life and moved to San Francisco, you - Joy, Fear, Anger, Disgust and Sadness - conflict on how best to navigate a new city, house, and... Read all"
83,84,104,104,tt0382932,Ratatouille,You who can cook will make an unusual alliance with a young kitchen worker at a famous Paris restaurant.
84,85,105,105,tt2380307,Coco,"You, confronted with your family's ancestral ban on music, will enter the Land of the Dead to find your great-great-grandfather, a legendary singer."
85,86,106,106,tt0435761,Toy Story 3,"You will be mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and youwill be up to Woody to convince the other toys that they weren't abandoned and to return home."
86,87,107,107,tt0435761,Toy Story 3,"The toys will be mistakenly delivered to a day-care center instead of the attic right before you leave for college, and youwill be up to Woody to convince the other toys that they weren't abandoned and to return home."
87,88,108,108,tt1979376,Toy Story 4,"When you call ""Forky"" joins Woody and the gang, a road trip alongside old and new friends will reveal how big the world can be for a toy."
88,89,109,109,tt1979376,Toy Story 4,"When a new toy called ""Forky"" joins Woody and the gang, you alongside old and new friends will reveal how big the world can be for a toy."
89,90,110,110,tt1979376,Toy Story 4,"When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends will reveal how big you can be for a toy."
90,91,112,112,tt1049413,Up,"You will travel to Paradise Falls in your house equipped with balloons, inadvertently taking a young stowaway."
91,92,113,113,tt0910970,WALL·E,"In the distant future, you inadvertently will embark on a space journey that will ultimately decide the fate of mankind."
92,93,114,114,tt0110357,The Lion King,"You and your father will be targeted by your bitter uncle, who will want to ascend the throne you."
93,94,115,115,tt1001526,Megamind,"You finally will defeat your do-gooder nemesis, Metro Man, but will be left without a purpose in a superhero-free world."
97,98,119,119,tt2051999,Shrek: Thriller Night,"You will be bored on Halloween, and will want to have something scary. The power of Thriller will give you more than he bargained for."
98,99,120,120,tt2051999,Shrek: Thriller Night,"Shrek will be bored on Halloween, and will want to have something scary. You of Thriller will give you more than he bargained for."
99,100,130,130,tt0396555,Meet the Robinsons,"You will be a brilliant inventor who will meet mysterious stranger named Wilbur Robinson, whisking you away in a time machine and together you will team up to track down Bowler Hat Guy in a showdown that will end with an unexpected twist of fate."
100,101,131,131,tt0396555,Meet the Robinsons,"Lewis will be you who will meet mysterious stranger named Wilbur Robinson, whisking Lewis away in a time machine and together you will team up to track down Bowler Hat Guy in a showdown that will end with an unexpected twist of fate."
101,102,132,132,tt1482459,The Lorax,"You will search for the one thing that will enable you to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who will fight to protect his world."
102,103,133,133,tt0424095,Flushed Away,"You of an uptown rat that will will will will will will will will will gets flushed down the toilet from your penthouse apartment, ending in the sewers of London, where you have to learn a whole new and different way of life."
103,104,134,134,tt5220122,Hotel Transylvania 3: Summer Vacation,"You and company will participate in a cruise for sea-loving monsters, unaware that your boat will be being commandeered by the monster-hating Van Helsing family."
